CustomerID,Age,Gender,Tenure_Months,Contract_Type,Internet_Service,Monthly_Charges,Total_Charges,Support_Calls,Payment_Method,Churn
CUST_0848,54,Male,53,Month-to-month,Fiber optic,82.28,4360.84,7,Mailed check,1
CUST_0849,55,Male,59,Month-to-month,No,34.71,2047.89,0,Mailed check,1
CUST_0850,36,Male,30,Month-to-month,DSL,74.37,2231.1,2,Credit card,0
CUST_0851,25,Female,8,Month-to-month,Fiber optic,58.61,468.88,6,Electronic check,0
CUST_0852,65,Female,57,One year,Fiber optic,64.25,3662.25,2,Mailed check,0
CUST_0853,62,Female,20,One year,DSL,72.36,1447.2,7,Mailed check,0
CUST_0854,18,Female,25,One year,No,32.84,821.0,4,Mailed check,0
CUST_0855,39,Female,19,Two year,DSL,55.95,1063.05,2,Bank transfer,0
CUST_0856,69,Male,5,Two year,DSL,26.34,131.7,4,Bank transfer,0
CUST_0857,34,Male,27,Month-to-month,No,117.97,3185.19,4,Electronic check,0
CUST_0858,24,Female,40,Month-to-month,Fiber optic,31.85,1274.0,7,Credit card,0
CUST_0859,42,Female,26,Month-to-month,No,45.85,1192.1,8,Electronic check,0
CUST_0860,62,Male,27,Month-to-month,Fiber optic,109.13,2946.51,5,Bank transfer,0
CUST_0861,21,Male,62,One year,Fiber optic,68.27,4232.74,9,Electronic check,0
CUST_0862,53,Male,50,One year,No,33.56,1678.0,2,Credit card,0
CUST_0863,23,Male,42,One year,DSL,58.42,2453.64,1,Electronic check,0
CUST_0864,77,Female,29,Two year,Fiber optic,31.59,916.11,2,Mailed check,0
CUST_0865,48,Male,39,Two year,Fiber optic,40.02,1560.78,8,Credit card,0
CUST_0866,36,Female,60,Month-to-month,DSL,25.2,1512.0,6,Credit card,0
CUST_0867,78,Male,41,One year,Fiber optic,63.82,2616.62,8,Credit card,0
CUST_0868,61,Male,33,Month-to-month,DSL,100.66,3321.78,5,Electronic check,0
CUST_0869,71,Male,16,Month-to-month,Fiber optic,78.6,1257.6,7,Electronic check,0
CUST_0870,56,Female,23,Month-to-month,Fiber optic,80.63,1854.49,9,Mailed check,1
CUST_0871,44,Female,7,Month-to-month,No,40.06,280.42,8,Credit card,1
CUST_0872,27,Male,26,Month-to-month,DSL,54.39,1414.14,2,Mailed check,1
CUST_0873,43,Female,12,Month-to-month,Fiber optic,104.52,1254.24,6,Credit card,1
CUST_0874,36,Female,5,One year,DSL,28.79,143.95,8,Bank transfer,1
CUST_0875,56,Male,69,One year,Fiber optic,105.79,7299.51,1,Electronic check,0
CUST_0876,79,Male,49,Month-to-month,Fiber optic,68.37,3350.13,6,Mailed check,0
CUST_0877,20,Female,26,Month-to-month,Fiber optic,103.71,2696.46,4,Electronic check,0
CUST_0878,62,Female,5,Two year,No,51.8,259.0,7,Electronic check,0
CUST_0879,30,Female,22,Month-to-month,No,53.88,1185.36,3,Bank transfer,0
CUST_0880,67,Male,13,Two year,DSL,95.16,1237.08,0,Bank transfer,0
CUST_0881,45,Male,28,One year,DSL,98.5,2758.0,9,Credit card,0
CUST_0882,79,Female,33,Month-to-month,Fiber optic,42.96,1417.68,7,Bank transfer,1
CUST_0883,75,Male,23,Month-to-month,Fiber optic,117.29,2697.67,5,Credit card,1
CUST_0884,37,Male,18,Month-to-month,DSL,28.45,512.1,7,Bank transfer,1
CUST_0885,45,Female,30,Month-to-month,Fiber optic,26.85,805.5,2,Bank transfer,0
CUST_0886,25,Female,26,Month-to-month,Fiber optic,79.55,2068.3,7,Mailed check,0
CUST_0887,78,Male,16,One year,DSL,92.27,1476.32,7,Bank transfer,1
CUST_0888,58,Male,39,Month-to-month,No,116.09,4527.51,0,Mailed check,0
CUST_0889,56,Female,33,One year,Fiber optic,60.49,1996.17,3,Bank transfer,0
CUST_0890,18,Male,26,One year,DSL,22.53,585.78,6,Mailed check,0
CUST_0891,20,Male,48,Month-to-month,DSL,80.29,3853.92,0,Electronic check,1
CUST_0892,30,Female,65,Month-to-month,No,48.97,3183.05,2,Credit card,1
CUST_0893,45,Female,38,Month-to-month,No,63.29,2405.02,2,Bank transfer,0
CUST_0894,79,Male,2,Month-to-month,Fiber optic,68.85,137.7,5,Mailed check,1
CUST_0895,74,Male,6,One year,DSL,26.45,158.7,4,Bank transfer,0
CUST_0896,77,Male,46,Month-to-month,No,68.6,3155.6,6,Mailed check,1
CUST_0897,66,Female,50,One year,Fiber optic,62.63,3131.5,2,Mailed check,0
CUST_0898,42,Male,38,Month-to-month,No,91.25,3467.5,0,Bank transfer,1
CUST_0899,73,Male,18,Month-to-month,Fiber optic,84.57,1522.26,2,Credit card,1
CUST_0900,50,Female,27,One year,DSL,38.52,1040.04,7,Mailed check,0
CUST_0901,55,Female,41,One year,Fiber optic,40.61,1665.01,4,Electronic check,0
CUST_0902,70,Male,17,Month-to-month,DSL,45.1,766.7,2,Bank transfer,0
CUST_0903,23,Female,62,Month-to-month,DSL,37.9,2349.8,7,Electronic check,0
CUST_0904,75,Female,29,One year,Fiber optic,85.72,2485.88,5,Mailed check,0
CUST_0905,61,Male,58,Month-to-month,No,119.44,6927.52,2,Mailed check,0
CUST_0906,62,Female,70,Month-to-month,Fiber optic,85.21,5964.7,4,Bank transfer,0
CUST_0907,49,Female,22,One year,Fiber optic,80.67,1774.74,0,Credit card,0
CUST_0908,62,Male,6,Month-to-month,DSL,60.99,365.94,5,Electronic check,1
CUST_0909,78,Female,26,One year,DSL,51.26,1332.76,8,Credit card,0
CUST_0910,64,Male,39,One year,DSL,111.11,4333.29,6,Electronic check,0
CUST_0911,38,Male,12,One year,Fiber optic,116.9,1402.8,7,Credit card,1
CUST_0912,33,Female,14,One year,Fiber optic,69.68,975.52,5,Bank transfer,1
CUST_0913,71,Female,22,One year,DSL,49.02,1078.44,4,Electronic check,0
CUST_0914,38,Female,51,One year,No,97.01,4947.51,5,Bank transfer,0
CUST_0915,28,Male,23,Two year,DSL,33.25,764.75,6,Credit card,0
CUST_0916,77,Female,48,Month-to-month,No,96.56,4634.88,8,Credit card,0
CUST_0917,54,Male,71,Month-to-month,Fiber optic,101.89,7234.19,7,Credit card,1
CUST_0918,53,Female,50,One year,DSL,32.49,1624.5,4,Bank transfer,0
CUST_0919,52,Female,13,One year,Fiber optic,117.69,1529.97,6,Mailed check,0
CUST_0920,36,Female,10,Month-to-month,Fiber optic,118.55,1185.5,7,Mailed check,0
CUST_0921,37,Male,55,Two year,Fiber optic,113.67,6251.85,0,Electronic check,0
CUST_0922,74,Female,9,Month-to-month,Fiber optic,69.6,626.4,7,Bank transfer,0
CUST_0923,35,Female,52,One year,DSL,44.61,2319.72,6,Bank transfer,0
CUST_0924,64,Male,2,One year,Fiber optic,78.2,156.4,1,Bank transfer,0
CUST_0925,58,Male,25,Two year,No,61.99,1549.75,1,Credit card,0
CUST_0926,66,Female,13,Month-to-month,DSL,40.59,527.67,5,Bank transfer,0
CUST_0927,31,Female,51,One year,DSL,62.37,3180.87,2,Mailed check,0
CUST_0928,32,Female,58,Month-to-month,No,86.39,5010.62,0,Electronic check,1
CUST_0929,48,Male,34,Month-to-month,DSL,27.09,921.06,7,Mailed check,0
CUST_0930,18,Male,35,Month-to-month,Fiber optic,53.34,1866.9,6,Bank transfer,0
CUST_0931,70,Male,3,One year,Fiber optic,21.78,65.34,3,Electronic check,1
CUST_0932,71,Male,59,Month-to-month,Fiber optic,94.95,5602.05,0,Electronic check,1
CUST_0933,71,Female,70,Month-to-month,Fiber optic,84.07,5884.9,1,Bank transfer,0
CUST_0934,20,Male,48,One year,DSL,26.27,1260.96,8,Bank transfer,0
CUST_0935,33,Male,64,One year,DSL,116.47,7454.08,3,Mailed check,1
CUST_0936,40,Male,19,One year,Fiber optic,22.26,422.94,2,Mailed check,1
CUST_0937,74,Female,67,Two year,Fiber optic,79.0,5293.0,7,Credit card,0
CUST_0938,28,Female,5,Month-to-month,Fiber optic,97.64,488.2,3,Credit card,0
CUST_0939,29,Male,67,Two year,Fiber optic,98.79,6618.93,6,Credit card,1
CUST_0940,27,Male,11,Two year,DSL,23.43,257.73,4,Bank transfer,0
CUST_0941,49,Female,68,Month-to-month,DSL,110.64,7523.52,4,Bank transfer,0
CUST_0942,33,Female,69,Month-to-month,No,111.85,7717.65,5,Credit card,1
CUST_0943,25,Female,1,Month-to-month,Fiber optic,76.14,76.14,3,Credit card,1
CUST_0944,55,Female,63,Month-to-month,DSL,68.21,4297.23,1,Mailed check,0
CUST_0945,29,Female,29,One year,DSL,24.49,710.21,5,Credit card,0
CUST_0946,41,Female,12,One year,DSL,76.2,914.4,4,Credit card,0
CUST_0947,45,Female,41,One year,DSL,60.94,2498.54,2,Electronic check,0
CUST_0948,70,Female,2,One year,No,97.28,194.56,3,Credit card,0
CUST_0949,25,Male,37,Month-to-month,No,60.39,2234.43,2,Electronic check,0
CUST_0950,75,Male,45,Two year,No,88.36,3976.2,2,Credit card,1
CUST_0951,45,Male,48,Month-to-month,No,30.14,1446.72,3,Electronic check,0
CUST_0952,53,Male,24,Two year,No,33.3,799.2,1,Credit card,0
CUST_0953,43,Male,22,Month-to-month,Fiber optic,33.97,747.34,3,Mailed check,0
CUST_0954,25,Male,11,Two year,DSL,24.55,270.05,9,Bank transfer,0
CUST_0955,75,Female,58,Month-to-month,Fiber optic,74.13,4299.54,1,Electronic check,0
CUST_0956,77,Female,46,Month-to-month,DSL,99.4,4572.4,9,Bank transfer,1
CUST_0957,67,Male,29,Month-to-month,DSL,81.04,2350.16,7,Mailed check,1
CUST_0958,45,Male,35,One year,DSL,77.5,2712.5,9,Credit card,0
CUST_0959,45,Female,15,Two year,Fiber optic,88.06,1320.9,4,Credit card,0
CUST_0960,54,Female,60,Month-to-month,DSL,53.96,3237.6,6,Mailed check,0
CUST_0961,58,Female,42,Two year,DSL,56.2,2360.4,3,Bank transfer,0
CUST_0962,53,Male,43,One year,Fiber optic,51.43,2211.49,9,Bank transfer,0
CUST_0963,44,Female,49,One year,No,91.21,4469.29,5,Bank transfer,0
CUST_0964,71,Male,64,Two year,Fiber optic,36.16,2314.24,9,Bank transfer,0
CUST_0965,34,Male,32,Month-to-month,No,21.3,681.6,3,Electronic check,0
CUST_0966,26,Female,64,Month-to-month,DSL,79.62,5095.68,5,Bank transfer,0
CUST_0967,50,Female,2,Two year,DSL,114.24,228.48,0,Electronic check,0
CUST_0968,70,Male,24,Two year,Fiber optic,80.94,1942.56,5,Mailed check,0
CUST_0969,37,Female,66,Two year,Fiber optic,98.29,6487.14,5,Credit card,1
CUST_0970,30,Female,38,Two year,Fiber optic,87.28,3316.64,1,Electronic check,0
CUST_0971,45,Male,31,Month-to-month,Fiber optic,69.74,2161.94,9,Bank transfer,1
CUST_0972,65,Female,26,Two year,Fiber optic,91.84,2387.84,9,Credit card,0
CUST_0973,46,Male,29,Month-to-month,No,102.41,2969.89,8,Electronic check,0
CUST_0974,30,Male,67,Two year,DSL,42.47,2845.49,5,Credit card,0
CUST_0975,63,Female,25,Month-to-month,DSL,53.61,1340.25,6,Mailed check,1
CUST_0976,52,Male,48,One year,Fiber optic,42.37,2033.76,1,Bank transfer,1
CUST_0977,78,Male,65,One year,DSL,65.22,4239.3,1,Mailed check,1
CUST_0978,23,Female,53,Month-to-month,DSL,108.51,5751.03,1,Credit card,1
CUST_0979,35,Female,67,Month-to-month,DSL,54.52,3652.84,9,Mailed check,0
CUST_0980,68,Female,18,Two year,DSL,57.45,1034.1,8,Bank transfer,0
CUST_0981,22,Male,9,Two year,DSL,106.04,954.36,2,Electronic check,1
CUST_0982,64,Male,38,Month-to-month,DSL,71.54,2718.52,3,Mailed check,1
CUST_0983,42,Female,21,One year,Fiber optic,73.54,1544.34,0,Bank transfer,0
CUST_0984,19,Male,65,One year,Fiber optic,106.08,6895.2,0,Credit card,0
CUST_0985,27,Female,21,Month-to-month,Fiber optic,69.05,1450.05,3,Mailed check,1
CUST_0986,73,Female,27,Month-to-month,Fiber optic,88.16,2380.32,1,Electronic check,0
CUST_0987,47,Male,70,Two year,DSL,28.56,1999.2,7,Mailed check,0
CUST_0988,67,Female,44,One year,DSL,37.86,1665.84,3,Credit card,0
CUST_0989,76,Male,28,One year,DSL,60.44,1692.32,2,Credit card,0
CUST_0990,62,Male,45,One year,No,69.48,3126.6,2,Credit card,0
CUST_0991,22,Female,17,Month-to-month,Fiber optic,116.57,1981.69,5,Mailed check,0
CUST_0992,72,Male,40,Month-to-month,DSL,117.07,4682.8,5,Mailed check,0
CUST_0993,73,Female,3,Month-to-month,DSL,105.12,315.36,5,Mailed check,1
CUST_0994,50,Male,66,Month-to-month,No,51.56,3402.96,5,Electronic check,0
CUST_0995,71,Male,46,One year,Fiber optic,116.4,5354.4,7,Bank transfer,0
CUST_0996,18,Male,30,Two year,No,88.93,2667.9,7,Mailed check,0
CUST_0997,35,Female,69,Month-to-month,DSL,59.29,4091.01,8,Electronic check,0
CUST_0998,49,Male,9,Month-to-month,DSL,90.17,811.53,0,Credit card,1
CUST_0999,64,Female,11,One year,Fiber optic,21.65,238.15,9,Mailed check,1
CUST_1000,66,Male,69,Two year,Fiber optic,34.62,2388.78,7,Mailed check,0
CUST_1001,28,Male,66,One year,Fiber optic,102.97,6796.02,4,Mailed check,1
CUST_1002,38,Female,31,Two year,Fiber optic,84.56,2621.36,2,Electronic check,1
CUST_1003,43,Female,33,One year,Fiber optic,56.42,1861.86,9,Mailed check,0
CUST_1004,42,Female,39,One year,Fiber optic,70.07,2732.73,2,Mailed check,0
CUST_1005,39,Female,46,Month-to-month,DSL,110.51,5083.46,5,Bank transfer,0
CUST_1006,76,Female,37,Month-to-month,DSL,83.16,3076.92,7,Electronic check,1
CUST_1007,44,Male,60,Month-to-month,No,59.81,3588.6,9,Bank transfer,1
CUST_1008,66,Male,31,One year,DSL,32.03,992.93,1,Bank transfer,0
CUST_1009,30,Female,11,Two year,Fiber optic,49.37,543.07,8,Bank transfer,1
CUST_1010,50,Male,2,Two year,Fiber optic,117.83,235.66,4,Bank transfer,0
CUST_1011,51,Male,27,Month-to-month,No,63.74,1720.98,4,Credit card,0
CUST_1012,58,Male,2,Month-to-month,Fiber optic,67.18,134.36,0,Mailed check,0
CUST_1013,52,Female,21,Month-to-month,Fiber optic,69.86,1467.06,5,Bank transfer,0
CUST_1014,18,Male,58,Month-to-month,No,108.41,6287.78,4,Electronic check,1
CUST_1015,38,Male,5,One year,No,80.39,401.95,6,Mailed check,0
CUST_1016,65,Male,52,Two year,Fiber optic,89.37,4647.24,6,Bank transfer,0
CUST_1017,72,Female,45,Two year,Fiber optic,58.94,2652.3,3,Bank transfer,0
CUST_1018,23,Male,20,One year,DSL,22.91,458.2,4,Electronic check,0
CUST_1019,45,Male,61,Two year,Fiber optic,113.1,6899.1,9,Credit card,1
CUST_1020,34,Female,38,One year,No,114.91,4366.58,7,Electronic check,1
CUST_1021,22,Female,20,Month-to-month,No,114.92,2298.4,1,Credit card,0
CUST_1022,48,Male,25,One year,DSL,114.37,2859.25,0,Credit card,0
CUST_1023,22,Male,2,One year,Fiber optic,101.52,203.04,5,Credit card,0
CUST_1024,55,Female,32,One year,Fiber optic,88.46,2830.72,3,Bank transfer,0
CUST_1025,20,Female,26,Month-to-month,No,104.45,2715.7,9,Bank transfer,0
CUST_1026,70,Female,70,Month-to-month,Fiber optic,80.05,5603.5,2,Credit card,0
CUST_1027,40,Female,41,Month-to-month,Fiber optic,33.44,1371.04,6,Credit card,0
CUST_1028,54,Female,67,Two year,DSL,59.12,3961.04,7,Bank transfer,0
CUST_1029,70,Female,1,Month-to-month,Fiber optic,117.13,117.13,3,Credit card,1
CUST_1030,54,Female,51,One year,DSL,55.11,2810.61,9,Bank transfer,0
CUST_1031,27,Male,5,One year,No,106.78,533.9,5,Credit card,0
CUST_1032,27,Female,13,Month-to-month,Fiber optic,29.32,381.16,1,Bank transfer,0
CUST_1033,36,Female,19,One year,Fiber optic,53.42,1014.98,7,Electronic check,0
CUST_1034,34,Male,12,Two year,Fiber optic,55.1,661.2,5,Credit card,0
CUST_1035,38,Female,48,Month-to-month,No,25.16,1207.68,8,Credit card,0
CUST_1036,31,Female,25,Two year,DSL,31.91,797.75,5,Electronic check,0
CUST_1037,26,Male,57,Month-to-month,DSL,39.32,,5,Mailed check,0
CUST_1038,63,Female,35,Month-to-month,No,103.78,3632.3,1,Credit card,1
CUST_1039,18,Male,5,Two year,No,26.34,131.7,4,Mailed check,0
CUST_1040,68,Male,22,Two year,No,49.87,1097.14,8,Electronic check,0
CUST_1041,62,Male,57,Two year,DSL,21.02,1198.14,0,Credit card,0
CUST_1042,30,Male,47,One year,DSL,89.56,4209.32,3,Mailed check,1
CUST_1043,21,Female,54,Two year,DSL,82.03,4429.62,9,Credit card,1
CUST_1044,79,Male,3,Two year,DSL,84.5,253.5,9,Credit card,1
CUST_1045,18,Male,53,Two year,Fiber optic,57.44,3044.32,2,Bank transfer,1
CUST_1046,66,Female,31,One year,DSL,40.83,1265.73,0,Mailed check,0
CUST_1047,57,Male,69,Month-to-month,Fiber optic,92.03,6350.07,0,Bank transfer,0
CUST_1048,49,Male,33,Two year,DSL,101.11,3336.63,0,Bank transfer,0
CUST_1049,51,Male,50,Month-to-month,DSL,33.86,1693.0,0,Mailed check,0
CUST_1050,45,Male,16,One year,No,68.68,1098.88,1,Mailed check,0
CUST_1051,48,Female,39,Month-to-month,DSL,44.87,1749.93,4,Bank transfer,0
CUST_1052,25,Male,46,One year,DSL,36.81,1693.26,1,Credit card,0
CUST_1053,56,Female,47,Month-to-month,DSL,93.43,4391.21,3,Credit card,0
CUST_1054,43,Female,44,Month-to-month,DSL,73.81,3247.64,8,Electronic check,0
CUST_1055,75,Male,9,Two year,Fiber optic,41.62,374.58,2,Credit card,1
CUST_1056,51,Male,50,Month-to-month,DSL,51.0,2550.0,1,Mailed check,0
CUST_1057,71,Male,60,One year,Fiber optic,116.67,7000.2,3,Mailed check,0
CUST_1058,71,Male,15,Month-to-month,No,104.87,1573.05,8,Electronic check,1
CUST_1059,20,Female,36,Month-to-month,Fiber optic,107.99,3887.64,3,Mailed check,0
CUST_1060,76,Female,63,Month-to-month,DSL,66.0,4158.0,4,Bank transfer,0
CUST_1061,67,Female,69,One year,Fiber optic,82.38,5684.22,3,Electronic check,0
CUST_1062,29,Male,41,Month-to-month,DSL,57.68,2364.88,7,Electronic check,1
CUST_1063,18,Female,24,Two year,Fiber optic,27.77,666.48,3,Credit card,1
CUST_1064,71,Male,49,Month-to-month,Fiber optic,60.11,2945.39,1,Credit card,0
CUST_1065,61,Male,18,Month-to-month,DSL,79.4,1429.2,3,Bank transfer,0
CUST_1066,22,Male,7,Month-to-month,No,48.71,340.97,1,Bank transfer,1
CUST_1067,47,Male,4,Month-to-month,No,104.8,419.2,8,Credit card,1
CUST_1068,47,Male,69,One year,No,35.11,2422.59,7,Credit card,0
CUST_1069,76,Female,60,Two year,DSL,56.71,3402.6,8,Bank transfer,1
CUST_1070,74,Female,55,One year,Fiber optic,32.49,1786.95,3,Credit card,0
CUST_1071,34,Male,16,Month-to-month,No,60.48,967.68,0,Electronic check,0
CUST_1072,65,Female,29,Month-to-month,DSL,23.97,695.13,2,Bank transfer,0
CUST_1073,64,Male,23,Month-to-month,No,47.25,1086.75,6,Credit card,1
CUST_1074,40,Male,14,Two year,DSL,60.07,840.98,0,Mailed check,0
CUST_1075,32,Male,49,Month-to-month,DSL,67.82,3323.18,7,Mailed check,1
CUST_1076,54,Female,33,One year,Fiber optic,74.37,2454.21,8,Bank transfer,1
CUST_1077,38,Male,25,Month-to-month,Fiber optic,47.5,1187.5,7,Mailed check,0
CUST_1078,31,Male,21,Month-to-month,Fiber optic,72.3,1518.3,4,Mailed check,0
CUST_1079,19,Female,17,Month-to-month,No,70.9,1205.3,8,Electronic check,1
CUST_1080,28,Female,23,Month-to-month,DSL,51.62,1187.26,3,Bank transfer,1
CUST_1081,68,Female,57,One year,DSL,103.02,5872.14,8,Mailed check,1
CUST_1082,56,Male,58,Month-to-month,No,74.56,4324.48,0,Credit card,0
CUST_1083,55,Male,14,One year,DSL,53.23,745.22,2,Bank transfer,0
CUST_1084,77,Female,20,Month-to-month,Fiber optic,114.73,2294.6,3,Bank transfer,0
CUST_1085,51,Male,30,Two year,Fiber optic,104.51,3135.3,9,Mailed check,0
CUST_1086,55,Female,19,Month-to-month,DSL,118.26,2246.94,0,Mailed check,0
CUST_1087,67,Female,53,Two year,DSL,89.22,4728.66,5,Electronic check,0
CUST_1088,51,Male,56,Two year,Fiber optic,57.82,3237.92,3,Credit card,1
CUST_1089,35,Male,23,Two year,No,48.09,1106.07,3,Electronic check,0
CUST_1090,47,Female,62,Month-to-month,Fiber optic,86.33,5352.46,0,Electronic check,0
CUST_1091,32,Female,33,One year,Fiber optic,118.08,3896.64,4,Credit card,0
CUST_1092,44,Female,18,Month-to-month,Fiber optic,82.67,1488.06,8,Mailed check,0
CUST_1093,68,Female,33,Month-to-month,DSL,108.16,3569.28,5,Electronic check,0
CUST_1094,51,Male,32,Month-to-month,DSL,52.91,1693.12,7,Bank transfer,1
CUST_1095,69,Female,61,Month-to-month,Fiber optic,60.7,3702.7,3,Electronic check,0
CUST_1096,74,Female,54,Two year,DSL,110.63,5974.02,8,Credit card,0
CUST_1097,55,Female,17,Month-to-month,DSL,95.69,1626.73,6,Electronic check,0
CUST_1098,50,Male,19,One year,Fiber optic,118.14,2244.66,6,Electronic check,0
CUST_1099,41,Male,70,One year,Fiber optic,97.48,6823.6,7,Bank transfer,1
CUST_1100,32,Female,34,One year,DSL,64.85,2204.9,1,Credit card,0
CUST_1101,77,Male,25,One year,Fiber optic,73.11,1827.75,5,Bank transfer,0
CUST_1102,47,Male,68,Month-to-month,Fiber optic,110.05,7483.4,6,Mailed check,1
CUST_1103,72,Male,11,One year,DSL,75.16,826.76,2,Credit card,0
CUST_1104,59,Female,16,Month-to-month,No,45.54,728.64,7,Electronic check,0
CUST_1105,68,Female,61,Two year,DSL,63.56,3877.16,0,Bank transfer,1
CUST_1106,34,Male,7,One year,No,71.63,501.41,0,Bank transfer,1
CUST_1107,22,Female,16,Two year,DSL,29.67,474.72,9,Credit card,1
CUST_1108,46,Female,16,Month-to-month,No,94.38,1510.08,2,Bank transfer,1
CUST_1109,21,Male,40,Month-to-month,DSL,30.94,1237.6,5,Credit card,1
CUST_1110,27,Male,12,Month-to-month,Fiber optic,60.49,725.88,6,Mailed check,0
CUST_1111,73,Female,35,Month-to-month,DSL,100.46,3516.1,1,Credit card,0
CUST_1112,34,Male,21,Month-to-month,Fiber optic,66.76,,5,Credit card,0
CUST_1113,27,Female,50,One year,Fiber optic,104.2,5210.0,4,Mailed check,0
CUST_1114,34,Female,43,Month-to-month,DSL,54.19,2330.17,5,Mailed check,1
CUST_1115,77,Male,17,One year,Fiber optic,115.76,1967.92,0,Electronic check,0
CUST_1116,37,Female,32,Two year,DSL,40.95,1310.4,9,Bank transfer,1
CUST_1117,41,Female,41,One year,No,23.83,977.03,6,Mailed check,0
CUST_1118,22,Male,6,Month-to-month,DSL,107.24,643.44,7,Mailed check,0
CUST_1119,51,Male,27,Month-to-month,Fiber optic,95.22,2570.94,6,Bank transfer,0
CUST_1120,23,Male,20,Month-to-month,Fiber optic,43.2,864.0,8,Bank transfer,1
CUST_1121,70,Female,25,Month-to-month,DSL,118.47,2961.75,0,Electronic check,0
CUST_1122,19,Male,66,One year,DSL,70.23,4635.18,9,Electronic check,1
CUST_1123,30,Male,9,Month-to-month,Fiber optic,115.11,1035.99,8,Credit card,1
CUST_1124,79,Male,53,Two year,Fiber optic,70.5,3736.5,2,Electronic check,0
CUST_1125,60,Male,61,One year,No,67.19,4098.59,1,Mailed check,0
CUST_1126,60,Female,38,One year,DSL,64.91,2466.58,5,Mailed check,1
CUST_1127,65,Female,3,Month-to-month,Fiber optic,53.49,160.47,4,Bank transfer,0
CUST_1128,28,Male,70,Month-to-month,DSL,73.37,5135.9,3,Electronic check,0
CUST_1129,68,Female,55,One year,DSL,65.26,3589.3,3,Credit card,1
CUST_1130,64,Male,1,Month-to-month,Fiber optic,23.67,23.67,7,Credit card,1
CUST_1131,74,Male,70,Month-to-month,DSL,46.04,3222.8,9,Credit card,0
CUST_1132,40,Female,45,Month-to-month,Fiber optic,41.31,1858.95,2,Credit card,0
CUST_1133,72,Female,47,Month-to-month,Fiber optic,106.74,5016.78,0,Bank transfer,1
CUST_1134,33,Male,26,One year,Fiber optic,79.89,2077.14,4,Electronic check,1
CUST_1135,48,Male,14,Month-to-month,No,96.37,1349.18,7,Electronic check,0
CUST_1136,28,Female,54,One year,Fiber optic,115.68,6246.72,2,Electronic check,1
CUST_1137,71,Male,71,Month-to-month,Fiber optic,84.4,5992.4,1,Electronic check,1
CUST_1138,33,Female,46,One year,Fiber optic,118.26,5439.96,0,Credit card,0
CUST_1139,25,Male,31,Two year,Fiber optic,51.18,1586.58,3,Credit card,0
CUST_1140,21,Male,59,Two year,DSL,38.63,2279.17,1,Bank transfer,0
CUST_1141,57,Female,29,Month-to-month,DSL,60.33,1749.57,7,Bank transfer,0
CUST_1142,21,Female,17,Month-to-month,DSL,67.08,1140.36,9,Credit card,0
CUST_1143,73,Female,14,Month-to-month,Fiber optic,109.54,1533.56,8,Mailed check,0
CUST_1144,42,Female,36,One year,No,75.99,2735.64,9,Electronic check,0
CUST_1145,20,Female,58,One year,DSL,49.22,2854.76,0,Bank transfer,0
CUST_1146,49,Female,24,One year,DSL,94.26,2262.24,1,Credit card,0
CUST_1147,20,Female,63,Month-to-month,No,70.58,4446.54,5,Electronic check,1
CUST_1148,44,Male,25,One year,No,36.21,905.25,9,Electronic check,0
CUST_1149,46,Male,59,Month-to-month,Fiber optic,77.68,4583.12,6,Credit card,0
CUST_1150,49,Male,32,One year,DSL,111.14,3556.48,1,Mailed check,1
CUST_1151,67,Female,18,Month-to-month,DSL,104.26,1876.68,7,Mailed check,1
CUST_1152,78,Female,37,One year,DSL,78.68,2911.16,9,Bank transfer,1
CUST_1153,75,Female,26,Month-to-month,DSL,57.71,1500.46,8,Credit card,1
CUST_1154,68,Male,9,Month-to-month,DSL,28.7,258.3,7,Bank transfer,0
CUST_1155,36,Female,64,One year,Fiber optic,66.96,4285.44,8,Mailed check,0
CUST_1156,38,Female,20,Month-to-month,DSL,95.21,1904.2,5,Bank transfer,1
CUST_1157,22,Male,54,One year,DSL,56.03,3025.62,6,Bank transfer,1
CUST_1158,35,Female,30,One year,DSL,43.54,1306.2,5,Mailed check,1
CUST_1159,45,Male,53,One year,Fiber optic,113.14,5996.42,6,Electronic check,0
CUST_1160,59,Male,63,Month-to-month,Fiber optic,102.16,6436.08,2,Electronic check,0
CUST_1161,78,Female,11,Month-to-month,Fiber optic,83.83,922.13,3,Mailed check,0
CUST_1162,39,Female,31,One year,DSL,33.68,1044.08,8,Electronic check,0
CUST_1163,38,Female,49,Month-to-month,DSL,34.49,1690.01,2,Credit card,0
CUST_1164,23,Male,19,One year,DSL,30.32,576.08,1,Electronic check,0
CUST_1165,18,Male,12,Month-to-month,DSL,81.63,979.56,6,Mailed check,0
CUST_1166,22,Male,15,Month-to-month,No,31.56,473.4,5,Credit card,0
CUST_1167,58,Female,31,Month-to-month,No,104.26,3232.06,2,Bank transfer,0
CUST_1168,29,Female,43,Month-to-month,Fiber optic,119.3,5129.9,5,Mailed check,0
CUST_1169,43,Female,37,Month-to-month,No,56.63,2095.31,6,Mailed check,0
CUST_1170,63,Female,29,One year,Fiber optic,65.37,1895.73,5,Electronic check,0
CUST_1171,51,Male,26,One year,DSL,91.17,2370.42,0,Credit card,0
CUST_1172,66,Male,2,Month-to-month,No,113.72,,0,Mailed check,1
CUST_1173,31,Male,15,Two year,DSL,109.41,1641.15,8,Credit card,1
